experiment,convo,thread,thread_type,treatment,round_,choice,min_time
8b3417e6-0569-49c4-a320-2dc346f01e5d,00be1e1e-0755-43cc-90bc-506c0e8a5f86,9c09cf8e-19f0-492d-9392-cda71fb68df9,GPTThread,4,10,1,1687405965
8b3417e6-0569-49c4-a320-2dc346f01e5d,00be1e1e-0755-43cc-90bc-506c0e8a5f86,f4dab528-b40a-485a-924d-ee06b38974ab,GPTThread,4,1,2,1687405966
8b3417e6-0569-49c4-a320-2dc346f01e5d,00be1e1e-0755-43cc-90bc-506c0e8a5f86,f4dab528-b40a-485a-924d-ee06b38974ab,GPTThread,4,2,1,1687405966
8b3417e6-0569-49c4-a320-2dc346f01e5d,00be1e1e-0755-43cc-90bc-506c0e8a5f86,f4dab528-b40a-485a-924d-ee06b38974ab,GPTThread,4,3,1,1687405966
8b3417e6-0569-49c4-a320-2dc346f01e5d,00be1e1e-0755-43cc-90bc-506c0e8a5f86,f4dab528-b40a-485a-924d-ee06b38974ab,GPTThread,4,4,1,1687405966
8b3417e6-0569-49c4-a320-2dc346f01e5d,00be1e1e-0755-43cc-90bc-506c0e8a5f86,f4dab528-b40a-485a-924d-ee06b38974ab,GPTThread,4,5,1,1687405966
8b3417e6-0569-49c4-a320-2dc346f01e5d,00be1e1e-0755-43cc-90bc-506c0e8a5f86,f4dab528-b40a-485a-924d-ee06b38974ab,GPTThread,4,6,1,1687405966
8b3417e6-0569-49c4-a320-2dc346f01e5d,00be1e1e-0755-43cc-90bc-506c0e8a5f86,f4dab528-b40a-485a-924d-ee06b38974ab,GPTThread,4,7,1,1687405966
8b3417e6-0569-49c4-a320-2dc346f01e5d,00be1e1e-0755-43cc-90bc-506c0e8a5f86,f4dab528-b40a-485a-924d-ee06b38974ab,GPTThread,4,8,1,1687405966
8b3417e6-0569-49c4-a320-2dc346f01e5d,00be1e1e-0755-43cc-90bc-506c0e8a5f86,f4dab528-b40a-485a-924d-ee06b38974ab,GPTThread,4,9,1,1687405966
8b3417e6-0569-49c4-a320-2dc346f01e5d,00be1e1e-0755-43cc-90bc-506c0e8a5f86,f4dab528-b40a-485a-924d-ee06b38974ab,GPTThread,4,10,1,1687405966
8b3417e6-0569-49c4-a320-2dc346f01e5d,00c85234-0d65-4099-82f5-63d69f8de02c,6a074fd8-b94f-408d-8981-c5282119fb1c,GPTThread,9,1,1,1687405094
8b3417e6-0569-49c4-a320-2dc346f01e5d,00c85234-0d65-4099-82f5-63d69f8de02c,6a074fd8-b94f-408d-8981-c5282119fb1c,GPTThread,9,2,1,1687405094
8b3417e6-0569-49c4-a320-2dc346f01e5d,00c85234-0d65-4099-82f5-63d69f8de02c,6a074fd8-b94f-408d-8981-c5282119fb1c,GPTThread,9,3,1,1687405094
8b3417e6-0569-49c4-a320-2dc346f01e5d,00c85234-0d65-4099-82f5-63d69f8de02c,6a074fd8-b94f-408d-8981-c5282119fb1c,GPTThread,9,4,1,1687405094
8b3417e6-0569-49c4-a320-2dc346f01e5d,00c85234-0d65-4099-82f5-63d69f8de02c,6a074fd8-b94f-408d-8981-c5282119fb1c,GPTThread,9,5,1,1687405094
8b3417e6-0569-49c4-a320-2dc346f01e5d,00c85234-0d65-4099-82f5-63d69f8de02c,6a074fd8-b94f-408d-8981-c5282119fb1c,GPTThread,9,6,1,1687405094
8b3417e6-0569-49c4-a320-2dc346f01e5d,00c85234-0d65-4099-82f5-63d69f8de02c,6a074fd8-b94f-408d-8981-c5282119fb1c,GPTThread,9,7,1,1687405094
8b3417e6-0569-49c4-a320-2dc346f01e5d,00c85234-0d65-4099-82f5-63d69f8de02c,6a074fd8-b94f-408d-8981-c5282119fb1c,GPTThread,9,8,1,1687405094
8b3417e6-0569-49c4-a320-2dc346f01e5d,00c85234-0d65-4099-82f5-63d69f8de02c,6a074fd8-b94f-408d-8981-c5282119fb1c,GPTThread,9,9,1,1687405094
8b3417e6-0569-49c4-a320-2dc346f01e5d,00c85234-0d65-4099-82f5-63d69f8de02c,6a074fd8-b94f-408d-8981-c5282119fb1c,GPTThread,9,10,1,1687405094
8b3417e6-0569-49c4-a320-2dc346f01e5d,00c85234-0d65-4099-82f5-63d69f8de02c,cf3ae31d-dcc3-40f0-a5ab-23f27650653d,GPTThread,9,1,1,1687405096
8b3417e6-0569-49c4-a320-2dc346f01e5d,00c85234-0d65-4099-82f5-63d69f8de02c,cf3ae31d-dcc3-40f0-a5ab-23f27650653d,GPTThread,9,2,1,1687405096
8b3417e6-0569-49c4-a320-2dc346f01e5d,00c85234-0d65-4099-82f5-63d69f8de02c,cf3ae31d-dcc3-40f0-a5ab-23f27650653d,GPTThread,9,3,1,1687405096
8b3417e6-0569-49c4-a320-2dc346f01e5d,00c85234-0d65-4099-82f5-63d69f8de02c,cf3ae31d-dcc3-40f0-a5ab-23f27650653d,GPTThread,9,4,1,1687405096
8b3417e6-0569-49c4-a320-2dc346f01e5d,00c85234-0d65-4099-82f5-63d69f8de02c,cf3ae31d-dcc3-40f0-a5ab-23f27650653d,GPTThread,9,5,1,1687405096
8b3417e6-0569-49c4-a320-2dc346f01e5d,00c85234-0d65-4099-82f5-63d69f8de02c,cf3ae31d-dcc3-40f0-a5ab-23f27650653d,GPTThread,9,6,1,1687405096
8b3417e6-0569-49c4-a320-2dc346f01e5d,00c85234-0d65-4099-82f5-63d69f8de02c,cf3ae31d-dcc3-40f0-a5ab-23f27650653d,GPTThread,9,7,1,1687405096
8b3417e6-0569-49c4-a320-2dc346f01e5d,00c85234-0d65-4099-82f5-63d69f8de02c,cf3ae31d-dcc3-40f0-a5ab-23f27650653d,GPTThread,9,8,1,1687405096
8b3417e6-0569-49c4-a320-2dc346f01e5d,00c85234-0d65-4099-82f5-63d69f8de02c,cf3ae31d-dcc3-40f0-a5ab-23f27650653d,GPTThread,9,9,1,1687405096
8b3417e6-0569-49c4-a320-2dc346f01e5d,00c85234-0d65-4099-82f5-63d69f8de02c,cf3ae31d-dcc3-40f0-a5ab-23f27650653d,GPTThread,9,10,1,1687405096
8b3417e6-0569-49c4-a320-2dc346f01e5d,00efbaa8-2a3a-49ef-84f3-4810612a94cd,a693a743-2578-49b5-b7cd-4f3875d96bd1,GPTThread,3,1,1,1687406366
8b3417e6-0569-49c4-a320-2dc346f01e5d,00efbaa8-2a3a-49ef-84f3-4810612a94cd,a693a743-2578-49b5-b7cd-4f3875d96bd1,GPTThread,3,2,1,1687406366
8b3417e6-0569-49c4-a320-2dc346f01e5d,00efbaa8-2a3a-49ef-84f3-4810612a94cd,a693a743-2578-49b5-b7cd-4f3875d96bd1,GPTThread,3,3,1,1687406366
8b3417e6-0569-49c4-a320-2dc346f01e5d,00efbaa8-2a3a-49ef-84f3-4810612a94cd,a693a743-2578-49b5-b7cd-4f3875d96bd1,GPTThread,3,4,1,1687406366
8b3417e6-0569-49c4-a320-2dc346f01e5d,00efbaa8-2a3a-49ef-84f3-4810612a94cd,a693a743-2578-49b5-b7cd-4f3875d96bd1,GPTThread,3,5,1,1687406366
8b3417e6-0569-49c4-a320-2dc346f01e5d,00efbaa8-2a3a-49ef-84f3-4810612a94cd,a693a743-2578-49b5-b7cd-4f3875d96bd1,GPTThread,3,6,1,1687406366
8b3417e6-0569-49c4-a320-2dc346f01e5d,00efbaa8-2a3a-49ef-84f3-4810612a94cd,a693a743-2578-49b5-b7cd-4f3875d96bd1,GPTThread,3,7,1,1687406366
8b3417e6-0569-49c4-a320-2dc346f01e5d,00efbaa8-2a3a-49ef-84f3-4810612a94cd,a693a743-2578-49b5-b7cd-4f3875d96bd1,GPTThread,3,8,2,1687406366
8b3417e6-0569-49c4-a320-2dc346f01e5d,00efbaa8-2a3a-49ef-84f3-4810612a94cd,a693a743-2578-49b5-b7cd-4f3875d96bd1,GPTThread,3,9,2,1687406366
8b3417e6-0569-49c4-a320-2dc346f01e5d,00efbaa8-2a3a-49ef-84f3-4810612a94cd,a693a743-2578-49b5-b7cd-4f3875d96bd1,GPTThread,3,10,1,1687406366
8b3417e6-0569-49c4-a320-2dc346f01e5d,00efbaa8-2a3a-49ef-84f3-4810612a94cd,cd4204d8-90e0-474f-88e2-86eba4f49156,GPTThread,3,1,1,1687406364
8b3417e6-0569-49c4-a320-2dc346f01e5d,00efbaa8-2a3a-49ef-84f3-4810612a94cd,cd4204d8-90e0-474f-88e2-86eba4f49156,GPTThread,3,2,1,1687406364
8b3417e6-0569-49c4-a320-2dc346f01e5d,00efbaa8-2a3a-49ef-84f3-4810612a94cd,cd4204d8-90e0-474f-88e2-86eba4f49156,GPTThread,3,3,1,1687406364
8b3417e6-0569-49c4-a320-2dc346f01e5d,00efbaa8-2a3a-49ef-84f3-4810612a94cd,cd4204d8-90e0-474f-88e2-86eba4f49156,GPTThread,3,4,1,1687406364
8b3417e6-0569-49c4-a320-2dc346f01e5d,00efbaa8-2a3a-49ef-84f3-4810612a94cd,cd4204d8-90e0-474f-88e2-86eba4f49156,GPTThread,3,5,1,1687406364
8b3417e6-0569-49c4-a320-2dc346f01e5d,00efbaa8-2a3a-49ef-84f3-4810612a94cd,cd4204d8-90e0-474f-88e2-86eba4f49156,GPTThread,3,6,1,1687406364
8b3417e6-0569-49c4-a320-2dc346f01e5d,00efbaa8-2a3a-49ef-84f3-4810612a94cd,cd4204d8-90e0-474f-88e2-86eba4f49156,GPTThread,3,7,1,1687406364
8b3417e6-0569-49c4-a320-2dc346f01e5d,00efbaa8-2a3a-49ef-84f3-4810612a94cd,cd4204d8-90e0-474f-88e2-86eba4f49156,GPTThread,3,8,2,1687406364
8b3417e6-0569-49c4-a320-2dc346f01e5d,00efbaa8-2a3a-49ef-84f3-4810612a94cd,cd4204d8-90e0-474f-88e2-86eba4f49156,GPTThread,3,9,1,1687406364
8b3417e6-0569-49c4-a320-2dc346f01e5d,00efbaa8-2a3a-49ef-84f3-4810612a94cd,cd4204d8-90e0-474f-88e2-86eba4f49156,GPTThread,3,10,1,1687406364
8b3417e6-0569-49c4-a320-2dc346f01e5d,00f31f4f-71e7-44c9-962d-c2d68d1e6e6b,3cb7c6ca-876c-43ad-bd64-6eecdde7b4ee,GPTThread,2,1,1,1687427457
8b3417e6-0569-49c4-a320-2dc346f01e5d,00f31f4f-71e7-44c9-962d-c2d68d1e6e6b,3cb7c6ca-876c-43ad-bd64-6eecdde7b4ee,GPTThread,2,2,1,1687427457
8b3417e6-0569-49c4-a320-2dc346f01e5d,00f31f4f-71e7-44c9-962d-c2d68d1e6e6b,3cb7c6ca-876c-43ad-bd64-6eecdde7b4ee,GPTThread,2,3,1,1687427457
8b3417e6-0569-49c4-a320-2dc346f01e5d,00f31f4f-71e7-44c9-962d-c2d68d1e6e6b,3cb7c6ca-876c-43ad-bd64-6eecdde7b4ee,GPTThread,2,4,1,1687427457
8b3417e6-0569-49c4-a320-2dc346f01e5d,00f31f4f-71e7-44c9-962d-c2d68d1e6e6b,3cb7c6ca-876c-43ad-bd64-6eecdde7b4ee,GPTThread,2,5,1,1687427457
8b3417e6-0569-49c4-a320-2dc346f01e5d,00f31f4f-71e7-44c9-962d-c2d68d1e6e6b,3cb7c6ca-876c-43ad-bd64-6eecdde7b4ee,GPTThread,2,6,1,1687427457
8b3417e6-0569-49c4-a320-2dc346f01e5d,00f31f4f-71e7-44c9-962d-c2d68d1e6e6b,3cb7c6ca-876c-43ad-bd64-6eecdde7b4ee,GPTThread,2,7,1,1687427457
8b3417e6-0569-49c4-a320-2dc346f01e5d,00f31f4f-71e7-44c9-962d-c2d68d1e6e6b,3cb7c6ca-876c-43ad-bd64-6eecdde7b4ee,GPTThread,2,8,1,1687427457
8b3417e6-0569-49c4-a320-2dc346f01e5d,00f31f4f-71e7-44c9-962d-c2d68d1e6e6b,3cb7c6ca-876c-43ad-bd64-6eecdde7b4ee,GPTThread,2,9,1,1687427457
8b3417e6-0569-49c4-a320-2dc346f01e5d,00f31f4f-71e7-44c9-962d-c2d68d1e6e6b,3cb7c6ca-876c-43ad-bd64-6eecdde7b4ee,GPTThread,2,10,1,1687427457
8b3417e6-0569-49c4-a320-2dc346f01e5d,00f31f4f-71e7-44c9-962d-c2d68d1e6e6b,cd48bc52-97cb-48b3-a9cb-6e96a1a594b5,GPTThread,2,1,2,1687427459
8b3417e6-0569-49c4-a320-2dc346f01e5d,00f31f4f-71e7-44c9-962d-c2d68d1e6e6b,cd48bc52-97cb-48b3-a9cb-6e96a1a594b5,GPTThread,2,2,2,1687427459
8b3417e6-0569-49c4-a320-2dc346f01e5d,00f31f4f-71e7-44c9-962d-c2d68d1e6e6b,cd48bc52-97cb-48b3-a9cb-6e96a1a594b5,GPTThread,2,3,2,1687427459
8b3417e6-0569-49c4-a320-2dc346f01e5d,00f31f4f-71e7-44c9-962d-c2d68d1e6e6b,cd48bc52-97cb-48b3-a9cb-6e96a1a594b5,GPTThread,2,4,2,1687427459
8b3417e6-0569-49c4-a320-2dc346f01e5d,00f31f4f-71e7-44c9-962d-c2d68d1e6e6b,cd48bc52-97cb-48b3-a9cb-6e96a1a594b5,GPTThread,2,5,2,1687427459
8b3417e6-0569-49c4-a320-2dc346f01e5d,00f31f4f-71e7-44c9-962d-c2d68d1e6e6b,cd48bc52-97cb-48b3-a9cb-6e96a1a594b5,GPTThread,2,6,2,1687427459
8b3417e6-0569-49c4-a320-2dc346f01e5d,00f31f4f-71e7-44c9-962d-c2d68d1e6e6b,cd48bc52-97cb-48b3-a9cb-6e96a1a594b5,GPTThread,2,7,2,1687427459
8b3417e6-0569-49c4-a320-2dc346f01e5d,00f31f4f-71e7-44c9-962d-c2d68d1e6e6b,cd48bc52-97cb-48b3-a9cb-6e96a1a594b5,GPTThread,2,8,2,1687427459
8b3417e6-0569-49c4-a320-2dc346f01e5d,00f31f4f-71e7-44c9-962d-c2d68d1e6e6b,cd48bc52-97cb-48b3-a9cb-6e96a1a594b5,GPTThread,2,9,2,1687427459
8b3417e6-0569-49c4-a320-2dc346f01e5d,00f31f4f-71e7-44c9-962d-c2d68d1e6e6b,cd48bc52-97cb-48b3-a9cb-6e96a1a594b5,GPTThread,2,10,2,1687427459
8b3417e6-0569-49c4-a320-2dc346f01e5d,00fee976-1598-477d-8092-3125dbdc3df6,49a1ab1b-f504-4bb9-987c-5a68bcb08ee4,GPTThread,9,1,2,1687385613
8b3417e6-0569-49c4-a320-2dc346f01e5d,00fee976-1598-477d-8092-3125dbdc3df6,49a1ab1b-f504-4bb9-987c-5a68bcb08ee4,GPTThread,9,2,2,1687385613
8b3417e6-0569-49c4-a320-2dc346f01e5d,00fee976-1598-477d-8092-3125dbdc3df6,49a1ab1b-f504-4bb9-987c-5a68bcb08ee4,GPTThread,9,3,2,1687385613
8b3417e6-0569-49c4-a320-2dc346f01e5d,00fee976-1598-477d-8092-3125dbdc3df6,49a1ab1b-f504-4bb9-987c-5a68bcb08ee4,GPTThread,9,4,2,1687385613
8b3417e6-0569-49c4-a320-2dc346f01e5d,00fee976-1598-477d-8092-3125dbdc3df6,49a1ab1b-f504-4bb9-987c-5a68bcb08ee4,GPTThread,9,5,2,1687385613
8b3417e6-0569-49c4-a320-2dc346f01e5d,00fee976-1598-477d-8092-3125dbdc3df6,49a1ab1b-f504-4bb9-987c-5a68bcb08ee4,GPTThread,9,6,1,1687385613
8b3417e6-0569-49c4-a320-2dc346f01e5d,00fee976-1598-477d-8092-3125dbdc3df6,49a1ab1b-f504-4bb9-987c-5a68bcb08ee4,GPTThread,9,7,1,1687385613
8b3417e6-0569-49c4-a320-2dc346f01e5d,00fee976-1598-477d-8092-3125dbdc3df6,49a1ab1b-f504-4bb9-987c-5a68bcb08ee4,GPTThread,9,8,1,1687385613
8b3417e6-0569-49c4-a320-2dc346f01e5d,00fee976-1598-477d-8092-3125dbdc3df6,49a1ab1b-f504-4bb9-987c-5a68bcb08ee4,GPTThread,9,9,2,1687385613
8b3417e6-0569-49c4-a320-2dc346f01e5d,00fee976-1598-477d-8092-3125dbdc3df6,49a1ab1b-f504-4bb9-987c-5a68bcb08ee4,GPTThread,9,10,2,1687385613
8b3417e6-0569-49c4-a320-2dc346f01e5d,00fee976-1598-477d-8092-3125dbdc3df6,8ef63e63-912d-467b-8538-f60fb1283544,GPTThread,9,1,2,1687385615
8b3417e6-0569-49c4-a320-2dc346f01e5d,00fee976-1598-477d-8092-3125dbdc3df6,8ef63e63-912d-467b-8538-f60fb1283544,GPTThread,9,2,2,1687385615
8b3417e6-0569-49c4-a320-2dc346f01e5d,00fee976-1598-477d-8092-3125dbdc3df6,8ef63e63-912d-467b-8538-f60fb1283544,GPTThread,9,3,2,1687385615
8b3417e6-0569-49c4-a320-2dc346f01e5d,00fee976-1598-477d-8092-3125dbdc3df6,8ef63e63-912d-467b-8538-f60fb1283544,GPTThread,9,4,2,1687385615
8b3417e6-0569-49c4-a320-2dc346f01e5d,00fee976-1598-477d-8092-3125dbdc3df6,8ef63e63-912d-467b-8538-f60fb1283544,GPTThread,9,5,2,1687385615
8b3417e6-0569-49c4-a320-2dc346f01e5d,00fee976-1598-477d-8092-3125dbdc3df6,8ef63e63-912d-467b-8538-f60fb1283544,GPTThread,9,6,1,1687385615
8b3417e6-0569-49c4-a320-2dc346f01e5d,00fee976-1598-477d-8092-3125dbdc3df6,8ef63e63-912d-467b-8538-f60fb1283544,GPTThread,9,7,1,1687385615
8b3417e6-0569-49c4-a320-2dc346f01e5d,00fee976-1598-477d-8092-3125dbdc3df6,8ef63e63-912d-467b-8538-f60fb1283544,GPTThread,9,8,1,1687385615
8b3417e6-0569-49c4-a320-2dc346f01e5d,00fee976-1598-477d-8092-3125dbdc3df6,8ef63e63-912d-467b-8538-f60fb1283544,GPTThread,9,9,1,1687385615
8b3417e6-0569-49c4-a320-2dc346f01e5d,00fee976-1598-477d-8092-3125dbdc3df6,8ef63e63-912d-467b-8538-f60fb1283544,GPTThread,9,10,2,1687385615
8b3417e6-0569-49c4-a320-2dc346f01e5d,01037d9e-5a98-452a-9b52-1caeb7eab2c8,1b3e9498-2ac2-46b7-8e42-6c4d51c4528a,GPTThread,8,1,1,1687381419
