experiment,convo,thread,thread_type,treatment,round_,choice,min_time
1033deae-3eb0-476f-a474-3b19906381dd,00569d74-f7d7-446a-8f67-b859ac32f2d5,c0c47cbe-aa28-4932-ac60-45ad66d72bde,GPTThread,10,8,1,1688965150
1033deae-3eb0-476f-a474-3b19906381dd,00569d74-f7d7-446a-8f67-b859ac32f2d5,c0c47cbe-aa28-4932-ac60-45ad66d72bde,GPTThread,10,9,1,1688965150
1033deae-3eb0-476f-a474-3b19906381dd,00569d74-f7d7-446a-8f67-b859ac32f2d5,c0c47cbe-aa28-4932-ac60-45ad66d72bde,GPTThread,10,10,1,1688965150
1033deae-3eb0-476f-a474-3b19906381dd,006ba519-81ad-4b56-ade8-1e898fb6cc02,80caae4d-93c3-4989-90d8-6f72f4b9769d,GPTThread,8,1,1,1688944743
1033deae-3eb0-476f-a474-3b19906381dd,006ba519-81ad-4b56-ade8-1e898fb6cc02,80caae4d-93c3-4989-90d8-6f72f4b9769d,GPTThread,8,2,1,1688944743
1033deae-3eb0-476f-a474-3b19906381dd,006ba519-81ad-4b56-ade8-1e898fb6cc02,80caae4d-93c3-4989-90d8-6f72f4b9769d,GPTThread,8,3,1,1688944743
1033deae-3eb0-476f-a474-3b19906381dd,006ba519-81ad-4b56-ade8-1e898fb6cc02,80caae4d-93c3-4989-90d8-6f72f4b9769d,GPTThread,8,4,1,1688944743
1033deae-3eb0-476f-a474-3b19906381dd,006ba519-81ad-4b56-ade8-1e898fb6cc02,80caae4d-93c3-4989-90d8-6f72f4b9769d,GPTThread,8,5,1,1688944743
1033deae-3eb0-476f-a474-3b19906381dd,006ba519-81ad-4b56-ade8-1e898fb6cc02,80caae4d-93c3-4989-90d8-6f72f4b9769d,GPTThread,8,6,1,1688944743
1033deae-3eb0-476f-a474-3b19906381dd,006ba519-81ad-4b56-ade8-1e898fb6cc02,80caae4d-93c3-4989-90d8-6f72f4b9769d,GPTThread,8,7,1,1688944743
1033deae-3eb0-476f-a474-3b19906381dd,006ba519-81ad-4b56-ade8-1e898fb6cc02,80caae4d-93c3-4989-90d8-6f72f4b9769d,GPTThread,8,8,1,1688944743
1033deae-3eb0-476f-a474-3b19906381dd,006ba519-81ad-4b56-ade8-1e898fb6cc02,80caae4d-93c3-4989-90d8-6f72f4b9769d,GPTThread,8,9,1,1688944743
1033deae-3eb0-476f-a474-3b19906381dd,006ba519-81ad-4b56-ade8-1e898fb6cc02,80caae4d-93c3-4989-90d8-6f72f4b9769d,GPTThread,8,10,1,1688944743
1033deae-3eb0-476f-a474-3b19906381dd,006ba519-81ad-4b56-ade8-1e898fb6cc02,cb2649c3-9285-478b-8973-ad483d57834c,GPTThread,8,1,1,1688944741
1033deae-3eb0-476f-a474-3b19906381dd,006ba519-81ad-4b56-ade8-1e898fb6cc02,cb2649c3-9285-478b-8973-ad483d57834c,GPTThread,8,2,1,1688944741
1033deae-3eb0-476f-a474-3b19906381dd,006ba519-81ad-4b56-ade8-1e898fb6cc02,cb2649c3-9285-478b-8973-ad483d57834c,GPTThread,8,3,1,1688944741
1033deae-3eb0-476f-a474-3b19906381dd,006ba519-81ad-4b56-ade8-1e898fb6cc02,cb2649c3-9285-478b-8973-ad483d57834c,GPTThread,8,4,1,1688944741
1033deae-3eb0-476f-a474-3b19906381dd,006ba519-81ad-4b56-ade8-1e898fb6cc02,cb2649c3-9285-478b-8973-ad483d57834c,GPTThread,8,5,1,1688944741
1033deae-3eb0-476f-a474-3b19906381dd,006ba519-81ad-4b56-ade8-1e898fb6cc02,cb2649c3-9285-478b-8973-ad483d57834c,GPTThread,8,6,1,1688944741
1033deae-3eb0-476f-a474-3b19906381dd,006ba519-81ad-4b56-ade8-1e898fb6cc02,cb2649c3-9285-478b-8973-ad483d57834c,GPTThread,8,7,1,1688944741
1033deae-3eb0-476f-a474-3b19906381dd,006ba519-81ad-4b56-ade8-1e898fb6cc02,cb2649c3-9285-478b-8973-ad483d57834c,GPTThread,8,8,1,1688944741
1033deae-3eb0-476f-a474-3b19906381dd,006ba519-81ad-4b56-ade8-1e898fb6cc02,cb2649c3-9285-478b-8973-ad483d57834c,GPTThread,8,9,1,1688944741
1033deae-3eb0-476f-a474-3b19906381dd,006ba519-81ad-4b56-ade8-1e898fb6cc02,cb2649c3-9285-478b-8973-ad483d57834c,GPTThread,8,10,1,1688944741
1033deae-3eb0-476f-a474-3b19906381dd,00e45587-412e-4f06-8fc2-309d9bc75cb5,4fbb5a6f-16ec-4343-af99-a1168bf5f861,GPTThread,2,1,1,1688965113
1033deae-3eb0-476f-a474-3b19906381dd,00e45587-412e-4f06-8fc2-309d9bc75cb5,4fbb5a6f-16ec-4343-af99-a1168bf5f861,GPTThread,2,2,1,1688965113
1033deae-3eb0-476f-a474-3b19906381dd,00e45587-412e-4f06-8fc2-309d9bc75cb5,4fbb5a6f-16ec-4343-af99-a1168bf5f861,GPTThread,2,3,1,1688965113
1033deae-3eb0-476f-a474-3b19906381dd,00e45587-412e-4f06-8fc2-309d9bc75cb5,4fbb5a6f-16ec-4343-af99-a1168bf5f861,GPTThread,2,4,1,1688965113
1033deae-3eb0-476f-a474-3b19906381dd,00e45587-412e-4f06-8fc2-309d9bc75cb5,4fbb5a6f-16ec-4343-af99-a1168bf5f861,GPTThread,2,5,1,1688965113
1033deae-3eb0-476f-a474-3b19906381dd,00e45587-412e-4f06-8fc2-309d9bc75cb5,4fbb5a6f-16ec-4343-af99-a1168bf5f861,GPTThread,2,6,1,1688965113
1033deae-3eb0-476f-a474-3b19906381dd,00e45587-412e-4f06-8fc2-309d9bc75cb5,4fbb5a6f-16ec-4343-af99-a1168bf5f861,GPTThread,2,7,1,1688965113
1033deae-3eb0-476f-a474-3b19906381dd,00e45587-412e-4f06-8fc2-309d9bc75cb5,4fbb5a6f-16ec-4343-af99-a1168bf5f861,GPTThread,2,8,1,1688965113
1033deae-3eb0-476f-a474-3b19906381dd,00e45587-412e-4f06-8fc2-309d9bc75cb5,4fbb5a6f-16ec-4343-af99-a1168bf5f861,GPTThread,2,9,1,1688965113
1033deae-3eb0-476f-a474-3b19906381dd,00e45587-412e-4f06-8fc2-309d9bc75cb5,4fbb5a6f-16ec-4343-af99-a1168bf5f861,GPTThread,2,10,1,1688965113
1033deae-3eb0-476f-a474-3b19906381dd,00e45587-412e-4f06-8fc2-309d9bc75cb5,d8c67702-d138-49a1-a005-58e805f79f5e,GPTThread,2,1,1,1688965112
1033deae-3eb0-476f-a474-3b19906381dd,00e45587-412e-4f06-8fc2-309d9bc75cb5,d8c67702-d138-49a1-a005-58e805f79f5e,GPTThread,2,2,1,1688965112
1033deae-3eb0-476f-a474-3b19906381dd,00e45587-412e-4f06-8fc2-309d9bc75cb5,d8c67702-d138-49a1-a005-58e805f79f5e,GPTThread,2,3,1,1688965112
1033deae-3eb0-476f-a474-3b19906381dd,00e45587-412e-4f06-8fc2-309d9bc75cb5,d8c67702-d138-49a1-a005-58e805f79f5e,GPTThread,2,4,1,1688965112
1033deae-3eb0-476f-a474-3b19906381dd,00e45587-412e-4f06-8fc2-309d9bc75cb5,d8c67702-d138-49a1-a005-58e805f79f5e,GPTThread,2,5,1,1688965112
1033deae-3eb0-476f-a474-3b19906381dd,00e45587-412e-4f06-8fc2-309d9bc75cb5,d8c67702-d138-49a1-a005-58e805f79f5e,GPTThread,2,6,1,1688965112
1033deae-3eb0-476f-a474-3b19906381dd,00e45587-412e-4f06-8fc2-309d9bc75cb5,d8c67702-d138-49a1-a005-58e805f79f5e,GPTThread,2,7,1,1688965112
1033deae-3eb0-476f-a474-3b19906381dd,00e45587-412e-4f06-8fc2-309d9bc75cb5,d8c67702-d138-49a1-a005-58e805f79f5e,GPTThread,2,8,1,1688965112
1033deae-3eb0-476f-a474-3b19906381dd,00e45587-412e-4f06-8fc2-309d9bc75cb5,d8c67702-d138-49a1-a005-58e805f79f5e,GPTThread,2,9,1,1688965112
1033deae-3eb0-476f-a474-3b19906381dd,00e45587-412e-4f06-8fc2-309d9bc75cb5,d8c67702-d138-49a1-a005-58e805f79f5e,GPTThread,2,10,1,1688965112
1033deae-3eb0-476f-a474-3b19906381dd,00f4c5f3-8471-4ca8-bd2f-0c58e24f2fdb,0abe3d41-cde2-4bba-abad-60ea3494f277,GPTThread,1,1,1,1688903260
1033deae-3eb0-476f-a474-3b19906381dd,00f4c5f3-8471-4ca8-bd2f-0c58e24f2fdb,0abe3d41-cde2-4bba-abad-60ea3494f277,GPTThread,1,2,1,1688903260
1033deae-3eb0-476f-a474-3b19906381dd,00f4c5f3-8471-4ca8-bd2f-0c58e24f2fdb,0abe3d41-cde2-4bba-abad-60ea3494f277,GPTThread,1,3,1,1688903260
1033deae-3eb0-476f-a474-3b19906381dd,00f4c5f3-8471-4ca8-bd2f-0c58e24f2fdb,0abe3d41-cde2-4bba-abad-60ea3494f277,GPTThread,1,4,1,1688903260
1033deae-3eb0-476f-a474-3b19906381dd,00f4c5f3-8471-4ca8-bd2f-0c58e24f2fdb,0abe3d41-cde2-4bba-abad-60ea3494f277,GPTThread,1,5,1,1688903260
1033deae-3eb0-476f-a474-3b19906381dd,00f4c5f3-8471-4ca8-bd2f-0c58e24f2fdb,0abe3d41-cde2-4bba-abad-60ea3494f277,GPTThread,1,6,1,1688903260
1033deae-3eb0-476f-a474-3b19906381dd,00f4c5f3-8471-4ca8-bd2f-0c58e24f2fdb,0abe3d41-cde2-4bba-abad-60ea3494f277,GPTThread,1,7,1,1688903260
1033deae-3eb0-476f-a474-3b19906381dd,00f4c5f3-8471-4ca8-bd2f-0c58e24f2fdb,0abe3d41-cde2-4bba-abad-60ea3494f277,GPTThread,1,8,1,1688903260
1033deae-3eb0-476f-a474-3b19906381dd,00f4c5f3-8471-4ca8-bd2f-0c58e24f2fdb,0abe3d41-cde2-4bba-abad-60ea3494f277,GPTThread,1,9,1,1688903260
1033deae-3eb0-476f-a474-3b19906381dd,00f4c5f3-8471-4ca8-bd2f-0c58e24f2fdb,0abe3d41-cde2-4bba-abad-60ea3494f277,GPTThread,1,10,1,1688903260
1033deae-3eb0-476f-a474-3b19906381dd,00f4c5f3-8471-4ca8-bd2f-0c58e24f2fdb,3dfa01ac-de3e-49cf-85f3-685f9fef7a41,GPTThread,1,1,1,1688903262
1033deae-3eb0-476f-a474-3b19906381dd,00f4c5f3-8471-4ca8-bd2f-0c58e24f2fdb,3dfa01ac-de3e-49cf-85f3-685f9fef7a41,GPTThread,1,2,1,1688903262
1033deae-3eb0-476f-a474-3b19906381dd,00f4c5f3-8471-4ca8-bd2f-0c58e24f2fdb,3dfa01ac-de3e-49cf-85f3-685f9fef7a41,GPTThread,1,3,1,1688903262
1033deae-3eb0-476f-a474-3b19906381dd,00f4c5f3-8471-4ca8-bd2f-0c58e24f2fdb,3dfa01ac-de3e-49cf-85f3-685f9fef7a41,GPTThread,1,4,1,1688903262
1033deae-3eb0-476f-a474-3b19906381dd,00f4c5f3-8471-4ca8-bd2f-0c58e24f2fdb,3dfa01ac-de3e-49cf-85f3-685f9fef7a41,GPTThread,1,5,1,1688903262
1033deae-3eb0-476f-a474-3b19906381dd,00f4c5f3-8471-4ca8-bd2f-0c58e24f2fdb,3dfa01ac-de3e-49cf-85f3-685f9fef7a41,GPTThread,1,6,1,1688903262
1033deae-3eb0-476f-a474-3b19906381dd,00f4c5f3-8471-4ca8-bd2f-0c58e24f2fdb,3dfa01ac-de3e-49cf-85f3-685f9fef7a41,GPTThread,1,7,1,1688903262
1033deae-3eb0-476f-a474-3b19906381dd,00f4c5f3-8471-4ca8-bd2f-0c58e24f2fdb,3dfa01ac-de3e-49cf-85f3-685f9fef7a41,GPTThread,1,8,1,1688903262
1033deae-3eb0-476f-a474-3b19906381dd,00f4c5f3-8471-4ca8-bd2f-0c58e24f2fdb,3dfa01ac-de3e-49cf-85f3-685f9fef7a41,GPTThread,1,9,1,1688903262
1033deae-3eb0-476f-a474-3b19906381dd,00f4c5f3-8471-4ca8-bd2f-0c58e24f2fdb,3dfa01ac-de3e-49cf-85f3-685f9fef7a41,GPTThread,1,10,1,1688903262
1033deae-3eb0-476f-a474-3b19906381dd,0101608f-ad52-477e-bd8f-c3c2916b0ba7,3760703f-53c6-4daf-a808-386f5bfde486,GPTThread,3,1,1,1688932054
1033deae-3eb0-476f-a474-3b19906381dd,0101608f-ad52-477e-bd8f-c3c2916b0ba7,3760703f-53c6-4daf-a808-386f5bfde486,GPTThread,3,2,1,1688932054
1033deae-3eb0-476f-a474-3b19906381dd,0101608f-ad52-477e-bd8f-c3c2916b0ba7,3760703f-53c6-4daf-a808-386f5bfde486,GPTThread,3,3,1,1688932054
1033deae-3eb0-476f-a474-3b19906381dd,0101608f-ad52-477e-bd8f-c3c2916b0ba7,3760703f-53c6-4daf-a808-386f5bfde486,GPTThread,3,4,1,1688932054
1033deae-3eb0-476f-a474-3b19906381dd,0101608f-ad52-477e-bd8f-c3c2916b0ba7,3760703f-53c6-4daf-a808-386f5bfde486,GPTThread,3,5,1,1688932054
1033deae-3eb0-476f-a474-3b19906381dd,0101608f-ad52-477e-bd8f-c3c2916b0ba7,3760703f-53c6-4daf-a808-386f5bfde486,GPTThread,3,6,1,1688932054
1033deae-3eb0-476f-a474-3b19906381dd,0101608f-ad52-477e-bd8f-c3c2916b0ba7,3760703f-53c6-4daf-a808-386f5bfde486,GPTThread,3,7,1,1688932054
1033deae-3eb0-476f-a474-3b19906381dd,0101608f-ad52-477e-bd8f-c3c2916b0ba7,3760703f-53c6-4daf-a808-386f5bfde486,GPTThread,3,8,1,1688932054
1033deae-3eb0-476f-a474-3b19906381dd,0101608f-ad52-477e-bd8f-c3c2916b0ba7,3760703f-53c6-4daf-a808-386f5bfde486,GPTThread,3,9,1,1688932054
1033deae-3eb0-476f-a474-3b19906381dd,0101608f-ad52-477e-bd8f-c3c2916b0ba7,3760703f-53c6-4daf-a808-386f5bfde486,GPTThread,3,10,1,1688932054
1033deae-3eb0-476f-a474-3b19906381dd,0101608f-ad52-477e-bd8f-c3c2916b0ba7,94eeb933-bfca-4274-9620-c3d986d52be3,GPTThread,3,1,1,1688932056
1033deae-3eb0-476f-a474-3b19906381dd,0101608f-ad52-477e-bd8f-c3c2916b0ba7,94eeb933-bfca-4274-9620-c3d986d52be3,GPTThread,3,2,1,1688932056
1033deae-3eb0-476f-a474-3b19906381dd,0101608f-ad52-477e-bd8f-c3c2916b0ba7,94eeb933-bfca-4274-9620-c3d986d52be3,GPTThread,3,3,1,1688932056
1033deae-3eb0-476f-a474-3b19906381dd,0101608f-ad52-477e-bd8f-c3c2916b0ba7,94eeb933-bfca-4274-9620-c3d986d52be3,GPTThread,3,4,1,1688932056
1033deae-3eb0-476f-a474-3b19906381dd,0101608f-ad52-477e-bd8f-c3c2916b0ba7,94eeb933-bfca-4274-9620-c3d986d52be3,GPTThread,3,5,1,1688932056
1033deae-3eb0-476f-a474-3b19906381dd,0101608f-ad52-477e-bd8f-c3c2916b0ba7,94eeb933-bfca-4274-9620-c3d986d52be3,GPTThread,3,6,1,1688932056
1033deae-3eb0-476f-a474-3b19906381dd,0101608f-ad52-477e-bd8f-c3c2916b0ba7,94eeb933-bfca-4274-9620-c3d986d52be3,GPTThread,3,7,1,1688932056
1033deae-3eb0-476f-a474-3b19906381dd,0101608f-ad52-477e-bd8f-c3c2916b0ba7,94eeb933-bfca-4274-9620-c3d986d52be3,GPTThread,3,8,1,1688932056
1033deae-3eb0-476f-a474-3b19906381dd,0101608f-ad52-477e-bd8f-c3c2916b0ba7,94eeb933-bfca-4274-9620-c3d986d52be3,GPTThread,3,9,1,1688932056
1033deae-3eb0-476f-a474-3b19906381dd,0101608f-ad52-477e-bd8f-c3c2916b0ba7,94eeb933-bfca-4274-9620-c3d986d52be3,GPTThread,3,10,1,1688932056
1033deae-3eb0-476f-a474-3b19906381dd,0140e7a9-8b99-4a93-9bf0-02705bab5d52,6e39ac0c-4416-49bf-a59b-93f9ff6d2f85,GPTThread,5,1,1,1688953708
1033deae-3eb0-476f-a474-3b19906381dd,0140e7a9-8b99-4a93-9bf0-02705bab5d52,6e39ac0c-4416-49bf-a59b-93f9ff6d2f85,GPTThread,5,2,1,1688953708
1033deae-3eb0-476f-a474-3b19906381dd,0140e7a9-8b99-4a93-9bf0-02705bab5d52,6e39ac0c-4416-49bf-a59b-93f9ff6d2f85,GPTThread,5,3,1,1688953708
1033deae-3eb0-476f-a474-3b19906381dd,0140e7a9-8b99-4a93-9bf0-02705bab5d52,6e39ac0c-4416-49bf-a59b-93f9ff6d2f85,GPTThread,5,4,1,1688953708
1033deae-3eb0-476f-a474-3b19906381dd,0140e7a9-8b99-4a93-9bf0-02705bab5d52,6e39ac0c-4416-49bf-a59b-93f9ff6d2f85,GPTThread,5,5,1,1688953708
1033deae-3eb0-476f-a474-3b19906381dd,0140e7a9-8b99-4a93-9bf0-02705bab5d52,6e39ac0c-4416-49bf-a59b-93f9ff6d2f85,GPTThread,5,6,1,1688953708
1033deae-3eb0-476f-a474-3b19906381dd,0140e7a9-8b99-4a93-9bf0-02705bab5d52,6e39ac0c-4416-49bf-a59b-93f9ff6d2f85,GPTThread,5,7,1,1688953708
1033deae-3eb0-476f-a474-3b19906381dd,0140e7a9-8b99-4a93-9bf0-02705bab5d52,6e39ac0c-4416-49bf-a59b-93f9ff6d2f85,GPTThread,5,8,1,1688953708
1033deae-3eb0-476f-a474-3b19906381dd,0140e7a9-8b99-4a93-9bf0-02705bab5d52,6e39ac0c-4416-49bf-a59b-93f9ff6d2f85,GPTThread,5,9,1,1688953708
1033deae-3eb0-476f-a474-3b19906381dd,0140e7a9-8b99-4a93-9bf0-02705bab5d52,6e39ac0c-4416-49bf-a59b-93f9ff6d2f85,GPTThread,5,10,1,1688953708
1033deae-3eb0-476f-a474-3b19906381dd,0140e7a9-8b99-4a93-9bf0-02705bab5d52,86e8a793-d84b-4e86-9dc3-4f6ceed36685,GPTThread,5,1,1,1688953706
1033deae-3eb0-476f-a474-3b19906381dd,0140e7a9-8b99-4a93-9bf0-02705bab5d52,86e8a793-d84b-4e86-9dc3-4f6ceed36685,GPTThread,5,2,1,1688953706
1033deae-3eb0-476f-a474-3b19906381dd,0140e7a9-8b99-4a93-9bf0-02705bab5d52,86e8a793-d84b-4e86-9dc3-4f6ceed36685,GPTThread,5,3,1,1688953706
1033deae-3eb0-476f-a474-3b19906381dd,0140e7a9-8b99-4a93-9bf0-02705bab5d52,86e8a793-d84b-4e86-9dc3-4f6ceed36685,GPTThread,5,4,1,1688953706
1033deae-3eb0-476f-a474-3b19906381dd,0140e7a9-8b99-4a93-9bf0-02705bab5d52,86e8a793-d84b-4e86-9dc3-4f6ceed36685,GPTThread,5,5,1,1688953706
1033deae-3eb0-476f-a474-3b19906381dd,0140e7a9-8b99-4a93-9bf0-02705bab5d52,86e8a793-d84b-4e86-9dc3-4f6ceed36685,GPTThread,5,6,1,1688953706
1033deae-3eb0-476f-a474-3b19906381dd,0140e7a9-8b99-4a93-9bf0-02705bab5d52,86e8a793-d84b-4e86-9dc3-4f6ceed36685,GPTThread,5,7,1,1688953706
1033deae-3eb0-476f-a474-3b19906381dd,0140e7a9-8b99-4a93-9bf0-02705bab5d52,86e8a793-d84b-4e86-9dc3-4f6ceed36685,GPTThread,5,8,1,1688953706
1033deae-3eb0-476f-a474-3b19906381dd,0140e7a9-8b99-4a93-9bf0-02705bab5d52,86e8a793-d84b-4e86-9dc3-4f6ceed36685,GPTThread,5,9,1,1688953706
1033deae-3eb0-476f-a474-3b19906381dd,0140e7a9-8b99-4a93-9bf0-02705bab5d52,86e8a793-d84b-4e86-9dc3-4f6ceed36685,GPTThread,5,10,1,1688953706
1033deae-3eb0-476f-a474-3b19906381dd,01418760-5740-470d-85a5-7a14c7886b92,4747bb6d-bbe3-45a8-af2c-58869614903e,GPTThread,2,1,1,1688901490
1033deae-3eb0-476f-a474-3b19906381dd,01418760-5740-470d-85a5-7a14c7886b92,4747bb6d-bbe3-45a8-af2c-58869614903e,GPTThread,2,2,1,1688901490
1033deae-3eb0-476f-a474-3b19906381dd,01418760-5740-470d-85a5-7a14c7886b92,4747bb6d-bbe3-45a8-af2c-58869614903e,GPTThread,2,3,1,1688901490
1033deae-3eb0-476f-a474-3b19906381dd,01418760-5740-470d-85a5-7a14c7886b92,4747bb6d-bbe3-45a8-af2c-58869614903e,GPTThread,2,4,1,1688901490
1033deae-3eb0-476f-a474-3b19906381dd,01418760-5740-470d-85a5-7a14c7886b92,4747bb6d-bbe3-45a8-af2c-58869614903e,GPTThread,2,5,1,1688901490
1033deae-3eb0-476f-a474-3b19906381dd,01418760-5740-470d-85a5-7a14c7886b92,4747bb6d-bbe3-45a8-af2c-58869614903e,GPTThread,2,6,1,1688901490
1033deae-3eb0-476f-a474-3b19906381dd,01418760-5740-470d-85a5-7a14c7886b92,4747bb6d-bbe3-45a8-af2c-58869614903e,GPTThread,2,7,1,1688901490
1033deae-3eb0-476f-a474-3b19906381dd,01418760-5740-470d-85a5-7a14c7886b92,4747bb6d-bbe3-45a8-af2c-58869614903e,GPTThread,2,8,1,1688901490
1033deae-3eb0-476f-a474-3b19906381dd,01418760-5740-470d-85a5-7a14c7886b92,4747bb6d-bbe3-45a8-af2c-58869614903e,GPTThread,2,9,1,1688901490
1033deae-3eb0-476f-a474-3b19906381dd,01418760-5740-470d-85a5-7a14c7886b92,4747bb6d-bbe3-45a8-af2c-58869614903e,GPTThread,2,10,1,1688901490
1033deae-3eb0-476f-a474-3b19906381dd,01418760-5740-470d-85a5-7a14c7886b92,7e2df191-ac3e-4675-a0c5-8d55f7b6ca13,GPTThread,2,1,1,1688901488
1033deae-3eb0-476f-a474-3b19906381dd,01418760-5740-470d-85a5-7a14c7886b92,7e2df191-ac3e-4675-a0c5-8d55f7b6ca13,GPTThread,2,2,1,1688901488
1033deae-3eb0-476f-a474-3b19906381dd,01418760-5740-470d-85a5-7a14c7886b92,7e2df191-ac3e-4675-a0c5-8d55f7b6ca13,GPTThread,2,3,1,1688901488
1033deae-3eb0-476f-a474-3b19906381dd,01418760-5740-470d-85a5-7a14c7886b92,7e2df191-ac3e-4675-a0c5-8d55f7b6ca13,GPTThread,2,4,1,1688901488
1033deae-3eb0-476f-a474-3b19906381dd,01418760-5740-470d-85a5-7a14c7886b92,7e2df191-ac3e-4675-a0c5-8d55f7b6ca13,GPTThread,2,5,1,1688901488
1033deae-3eb0-476f-a474-3b19906381dd,01418760-5740-470d-85a5-7a14c7886b92,7e2df191-ac3e-4675-a0c5-8d55f7b6ca13,GPTThread,2,6,1,1688901488
1033deae-3eb0-476f-a474-3b19906381dd,01418760-5740-470d-85a5-7a14c7886b92,7e2df191-ac3e-4675-a0c5-8d55f7b6ca13,GPTThread,2,7,1,1688901488
1033deae-3eb0-476f-a474-3b19906381dd,01418760-5740-470d-85a5-7a14c7886b92,7e2df191-ac3e-4675-a0c5-8d55f7b6ca13,GPTThread,2,8,1,1688901488
1033deae-3eb0-476f-a474-3b19906381dd,01418760-5740-470d-85a5-7a14c7886b92,7e2df191-ac3e-4675-a0c5-8d55f7b6ca13,GPTThread,2,9,1,1688901488
1033deae-3eb0-476f-a474-3b19906381dd,01418760-5740-470d-85a5-7a14c7886b92,7e2df191-ac3e-4675-a0c5-8d55f7b6ca13,GPTThread,2,10,1,1688901488
1033deae-3eb0-476f-a474-3b19906381dd,0143080c-9423-4a4f-8204-fead1337da69,5b45d09d-bc54-47f6-8c53-2ed03d54cc40,GPTThread,9,1,1,1688916715
1033deae-3eb0-476f-a474-3b19906381dd,0143080c-9423-4a4f-8204-fead1337da69,5b45d09d-bc54-47f6-8c53-2ed03d54cc40,GPTThread,9,2,2,1688916715
1033deae-3eb0-476f-a474-3b19906381dd,0143080c-9423-4a4f-8204-fead1337da69,5b45d09d-bc54-47f6-8c53-2ed03d54cc40,GPTThread,9,3,2,1688916715
1033deae-3eb0-476f-a474-3b19906381dd,0143080c-9423-4a4f-8204-fead1337da69,5b45d09d-bc54-47f6-8c53-2ed03d54cc40,GPTThread,9,4,1,1688916715
1033deae-3eb0-476f-a474-3b19906381dd,0143080c-9423-4a4f-8204-fead1337da69,5b45d09d-bc54-47f6-8c53-2ed03d54cc40,GPTThread,9,5,2,1688916715
1033deae-3eb0-476f-a474-3b19906381dd,0143080c-9423-4a4f-8204-fead1337da69,5b45d09d-bc54-47f6-8c53-2ed03d54cc40,GPTThread,9,6,2,1688916715
